,TCGA_id,Gene,Cell,Correlation
128,THYM,TRBV4-3,Macrophage M2,-0.5308100315463606
129,THYM,TRBV15,NK cell activated,-0.5299685567243365
130,THYM,TRBV21-1,NK cell activated,-0.5284308226352558
131,THYM,TRBV19,Macrophage M1,-0.5277648825033657
132,THYM,TRBV11-1,Macrophage M2,-0.5266189839587099
133,THYM,TRBJ2-4,T cell CD4+ naive,0.5262242722758016
134,THYM,TRBV12-4,T cell CD4+ naive,0.5250141660485834
135,THYM,TRAJ44,Macrophage M2,-0.5211402730538428
136,THYM,TRBV6-5,Macrophage M1,-0.5189210807411594
137,THYM,TRBV12-4,Macrophage M1,-0.5180476643561156
138,THYM,TRBV30,Macrophage M2,-0.5178743166759708
139,THYM,TRBJ2-3,Macrophage M1,-0.5177768008761053
140,THYM,TRAV26-1,T cell CD4+ naive,0.5176061877996773
141,THYM,TRAJ38,T cell CD4+ naive,0.5151048595644179
142,THYM,TRBV24-1,T cell CD4+ naive,0.5139025175319469
143,THYM,TRBV5-4,T cell CD4+ naive,0.5131813841519097
144,THYM,TRBV3-2,Macrophage M1,-0.511397675252705
145,THYM,TRBV7-7,Macrophage M2,-0.5102163847291533
146,THYM,TRBV6-5,T cell CD4+ naive,0.5099617435807955
147,THYM,TRGJP1,T cell CD4+ naive,0.5094001237624125
148,THYM,TRBV5-6,Macrophage M2,-0.5091401873930648
149,THYM,IGHJ4,Macrophage M1,0.5090467046708909
150,THYM,TRAJ40,T cell CD4+ naive,0.508638995438216
151,THYM,TRBV24-1,Macrophage M1,-0.5084464791303966
152,THYM,TRBV20-1,Macrophage M1,-0.5082546355194898
153,THYM,TRAV26-2,Macrophage M2,-0.5078719260922352
154,THYM,TRBV5-8,T cell CD4+ naive,0.5075981640888142
155,THYM,TRBV4-1,Macrophage M1,-0.5074765191466599
156,THYM,TRBV11-2,T cell CD4+ naive,0.5074590396938642
157,THYM,TRBV10-3,T cell CD4+ naive,0.5071987642671768
158,THYM,TRBJ1-2,Macrophage M1,-0.5065698112387976
159,THYM,TRBV3-1,Macrophage M2,-0.5063845263615445
160,THYM,TRBJ2-6,T cell CD4+ naive,0.5057317057905307
161,THYM,TRBJ2-7,Macrophage M2,-0.5054153434129725
162,THYM,TRBJ2-2,Macrophage M2,-0.504500622693972
163,THYM,TRBV12-3,Macrophage M2,-0.503778461211125
164,THYM,TRAJ58,T cell CD4+ naive,0.5032944645174185
165,THYM,TRBV6-1,T cell CD4+ naive,0.5032668307752984
166,THYM,TRBV5-1,Macrophage M1,-0.5015944244977023
167,THYM,TRBV23-1,Macrophage M1,-0.5013367705861893
168,THYM,TRBJ2-1,Macrophage M1,-0.5012329106134398
169,MESO,TRBV9,T cell CD8+,0.651884914995159
170,MESO,TRBV9,Macrophage M1,0.5978520595634352
171,MESO,IGHV3-75,T cell CD4+ memory activated,0.5623665542960573
172,MESO,IGHV2-70,T cell CD8+,0.5467971865581301
173,MESO,TRAV27,T cell CD8+,0.5454348849887761
174,MESO,TRBJ1-3,T cell follicular helper,0.5345743757033288
175,MESO,TRBV27,T cell CD8+,0.5333657458642728
176,MESO,TRGV10,T cell CD8+,0.532320839132846
177,MESO,IGHV2-70,T cell follicular helper,0.5322704693131126
178,MESO,TRAJ36,T cell gamma delta,0.5295772246846232
179,MESO,TRBV9,T cell follicular helper,0.5271400841729014
180,MESO,TRBV5-8,Macrophage M1,0.5223647007985484
181,MESO,TRBV5-8,Macrophage M2,0.5123354953157307
182,MESO,TRBJ1-3,T cell CD8+,0.5112593380938883
183,MESO,TRBJ1-3,Macrophage M2,0.5111258468475015
184,MESO,TRBV27,T cell follicular helper,0.5090049782221919
185,MESO,TRAJ33,T cell CD8+,0.5045644461089713
186,MESO,TRBV27,Macrophage M1,0.5045271923255273
187,MESO,TRBJ2-4,T cell CD4+ memory activated,0.5041942306125375
188,MESO,IGHV3-30,B cell plasma,0.5029235626518526
189,STAD,TRBJ2-1,B cell plasma,-0.598807731215024
190,STAD,TRBJ2-3,B cell plasma,-0.5816078416783269
191,STAD,TRBJ2-7,B cell plasma,-0.5475780958097589
192,STAD,TRBJ2-2,B cell plasma,-0.522264654488824
193,STAD,TRBJ2-5,B cell plasma,-0.5145700563507263
194,STAD,TRBV6-5,B cell plasma,-0.511089390800576
195,SKCM,TRBV27,T cell CD8+,0.5761851133253182
196,SKCM,TRBJ1-2,T cell CD8+,0.5675690454601336
197,SKCM,TRBV29-1,Macrophage M1,0.5606331985814316
198,SKCM,TRAV17,T cell follicular helper,0.5554781347369658
199,SKCM,TRAJ6,T cell CD8+,0.5546350928999477
200,SKCM,TRBV27,NK cell activated,0.5540366572487316
201,SKCM,TRAJ49,T cell CD8+,0.5492169746723125
202,SKCM,TRAV27,T cell CD8+,0.5451443548097085
203,SKCM,TRBV4-2,T cell CD8+,0.5436982084958847
204,SKCM,TRAJ20,T cell CD8+,0.5407954283184055
205,SKCM,TRAJ45,T cell follicular helper,0.531541889107943
206,SKCM,TRAJ37,Macrophage M1,0.5268255867672873
207,SKCM,TRBV4-3,T cell CD8+,0.5231097522352145
208,SKCM,TRAJ35,NK cell activated,0.516780806859077
209,SKCM,TRBJ2-5,T cell CD8+,0.5148557844512381
210,SKCM,TRAJ49,NK cell activated,0.5089854474997327
211,SKCM,TRAJ45,NK cell activated,0.5066750340986721
212,SKCM,TRBV7-9,NK cell activated,0.5038623776379182
213,SKCM,TRBV19,T cell CD8+,0.5027913196609752
214,SKCM,TRAJ5,T cell CD8+,0.5023361718768341
215,SKCM,TRAV21,T cell CD8+,0.5015910518445921
216,CHOL,TRAV33,T cell CD4+ naive,1.0
217,CHOL,TRAJ7,T cell CD4+ naive,1.0
218,CHOL,TRAV9-1,T cell CD4+ naive,1.0
219,CHOL,TRBV12-1,T cell CD4+ naive,1.0
220,CHOL,TRBV12-5,T cell CD4+ naive,1.0
221,CHOL,TRBV5-2,T cell CD4+ naive,1.0
222,CHOL,IGLV3-30,T cell CD4+ naive,1.0
223,CHOL,IGKV3-31,T cell CD4+ naive,1.0
224,CHOL,IGHV3-62,T cell CD4+ naive,1.0
225,CHOL,TRBV6-4,T cell CD4+ naive,1.0
226,CHOL,IGHV3-9,T cell follicular helper,0.8019774035661852
227,CHOL,IGHV3-30,T cell follicular helper,0.776188449635166
228,CHOL,IGLV9-49,T cell follicular helper,0.759173831931688
229,CHOL,IGHV3-7,T cell follicular helper,0.7490657415684318
230,CHOL,IGHV3-73,T cell follicular helper,0.7431783934585625
231,CHOL,IGHJ2,T cell follicular helper,0.7198429177357245
232,CHOL,IGLVI-63,T cell CD4+ naive,0.7171371656006361
233,CHOL,IGKV2-4,T cell CD4+ naive,0.7171371656006361
234,CHOL,TRBV7-1,T cell CD4+ naive,0.7171371656006361
235,CHOL,TRAV36DV7,T cell CD4+ naive,0.7171371656006361
236,CHOL,TRAJ35,T cell CD4+ naive,0.7171371656006361
237,CHOL,IGHJ2,T cell CD4+ memory resting,0.709343230901659
238,CHOL,TRBV7-3,T cell CD8+,0.7033580204510722
239,CHOL,TRBV12-4,T cell follicular helper,0.6965639711550377
240,CHOL,IGHV3-33,Macrophage M2,0.695508470572663
241,CHOL,IGHV3-9,T cell CD8+,0.6922639651605098
242,CHOL,TRAJ4,T cell CD8+,0.6911085697130582
243,CHOL,TRBJ1-1,Macrophage M1,0.6856475043302994
244,CHOL,IGHV3-30,T cell CD8+,0.6853456533074948
245,CHOL,IGLV9-49,T cell CD8+,0.6824741115910445
246,CHOL,IGHJ4,T cell CD4+ memory resting,0.6798324275590995
247,CHOL,IGHV3-74,T cell follicular helper,0.6778712460147117
248,CHOL,TRBV21-1,T cell CD4+ naive,0.6761578989948855
249,CHOL,TRBV5-5,T cell CD4+ naive,0.6761578989948855
250,CHOL,TRBV7-5,T cell CD4+ naive,0.6761578989948855
251,CHOL,IGHV2-10,T cell CD4+ naive,0.6761578989948855
252,CHOL,IGHV3-48,T cell follicular helper,0.6755633738322412
253,CHOL,IGHV3-20,T cell CD4+ memory resting,0.6739442723585729
254,CHOL,IGHV3-30,Macrophage M1,0.672511350294372
255,CHOL,IGHV3-22,T cell CD8+,0.6700456028664614
256,CHOL,TRAJ40,T cell CD8+,0.6674409664042784
257,CHOL,IGHV3-11,T cell CD4+ memory resting,0.6661162095869064
258,CHOL,IGHV3-43,T cell follicular helper,0.6606431819248683
259,CHOL,TRAV39,T cell CD4+ memory activated,0.6602598431664769
260,CHOL,IGHV3-22,T cell regulatory (Tregs),0.6592159568110937
261,CHOL,IGHV3-38,T cell CD8+,0.6582888020189223
262,CHOL,IGHV3-11,T cell follicular helper,0.657870820048836
263,CHOL,TRAJ43,T cell regulatory (Tregs),0.6555903811243571
264,CHOL,IGHV3-7,Macrophage M1,0.6549760014932384
265,CHOL,IGLV5-48,T cell regulatory (Tregs),0.6538286783886357
266,CHOL,TRBJ1-1,T cell follicular helper,0.6532031615462813
267,CHOL,TRBV20-1,Macrophage M1,0.6466025708121685
268,CHOL,IGLV1-41,T cell follicular helper,0.6456582458275356
269,CHOL,IGHV3-9,Macrophage M1,0.6456179866546086
270,CHOL,IGHV3-7,T cell CD8+,0.6451217231141814
271,CHOL,TRBV12-4,T cell CD8+,0.6420841074892807
272,CHOL,IGHV1-46,T cell follicular helper,0.6390234126154001
273,CHOL,IGHV5-10-1,T cell follicular helper,0.6371419773630054
274,CHOL,TRBJ2-2,Macrophage M2,0.6361633327065123
275,CHOL,IGHV4-31,T cell regulatory (Tregs),0.6330981567714392
276,CHOL,TRAJ15,B cell memory,0.6327443488134957
277,CHOL,TRAJ34,T cell follicular helper,0.6325781565990853
278,CHOL,IGLV5-48,T cell CD8+,0.6317805281121198
279,CHOL,IGHV2-5,T cell CD4+ memory resting,0.6314502595357268
280,CHOL,IGHV3-20,T cell follicular helper,0.6307091908997269
281,CHOL,IGHV4-61,T cell follicular helper,0.6300798318852473
282,CHOL,IGHV1-69,T cell follicular helper,0.6297576747380388
283,CHOL,IGHV3-43,T cell CD4+ memory resting,0.6296334094935933
284,CHOL,TRAV20,T cell CD8+,0.6288419540229973
285,CHOL,IGLVI-70,T cell regulatory (Tregs),0.6284478300715202
286,CHOL,IGHV3-66,T cell follicular helper,0.6283403230325879
287,CHOL,IGHV3-47,T cell CD4+ memory resting,0.6263102951663729
288,CHOL,IGHV1-69,T cell CD4+ memory resting,0.6248594968461947
289,CHOL,IGHV3-20,T cell regulatory (Tregs),0.6228862665924438
290,CHOL,TRAJ40,T cell follicular helper,0.6224949302846614
291,CHOL,TRAJ6,Macrophage M1,0.6214347930568763
292,CHOL,IGHV3-35,T cell follicular helper,0.6211143353185299
293,CHOL,TRAJ34,T cell CD8+,0.6203536366957274
294,CHOL,IGHV4-61,T cell CD8+,0.6198231295980331
295,CHOL,IGHJ2,T cell CD8+,0.6186509420795842
296,CHOL,TRAJ49,T cell CD8+,0.6172793493014976
297,CHOL,IGHV3-48,T cell CD8+,0.6157614889036992
298,CHOL,IGHV4-59,Macrophage M1,0.610762242024239
299,CHOL,IGHJ2,Macrophage M1,0.6089420567036722
300,CHOL,TRBV7-3,T cell follicular helper,0.6089225595724153
301,CHOL,TRAV1-1,T cell CD8+,0.6079748700593546
302,CHOL,IGHV3-9,T cell regulatory (Tregs),0.6078524287896901
303,CHOL,IGHV2-26,T cell CD8+,0.6075686461548002
304,CHOL,IGHV3-47,T cell regulatory (Tregs),0.6070516040054948
305,CHOL,IGLV9-49,T cell regulatory (Tregs),0.6051218500986278
306,CHOL,TRBV18,T cell CD8+,0.6046149158618188
307,CHOL,TRGJ2,T cell regulatory (Tregs),0.6030883605656473
308,CHOL,TRAV26-2,T cell follicular helper,0.6023799388222378
309,CHOL,IGHV3-66,T cell CD8+,0.6020983536400466
310,CHOL,IGHJ2,T cell regulatory (Tregs),0.6010761496390697
311,CHOL,IGHJ4,T cell follicular helper,0.6009647818177448
312,CHOL,IGHV3-7,T cell CD4+ memory resting,0.6009291825129389
313,CHOL,TRGJ2,T cell CD8+,0.6008273554583322
314,CHOL,IGHV3-22,T cell follicular helper,0.5991328853289974
315,CHOL,IGHV1-8,Macrophage M1,0.5988638123656596
316,CHOL,IGHV3-60,T cell CD8+,0.5986546454467138
317,CHOL,TRAV26-2,T cell CD8+,0.5986546454467138
318,CHOL,IGHV3-74,T cell CD8+,0.5979525834226465
319,CHOL,IGHV3-7,T cell regulatory (Tregs),0.5960373931928293
320,CHOL,TRAV13-2,T cell follicular helper,0.595904596889012
321,CHOL,TRAJ40,T cell regulatory (Tregs),0.5956116968144415
322,CHOL,IGHV4-39,T cell CD4+ memory resting,0.5953196410127682
323,CHOL,TRAV1-1,T cell follicular helper,0.594888732658426
324,CHOL,IGHV4-61,Macrophage M1,0.5947027801868299
325,CHOL,TRAV8-5,T cell CD4+ naive,0.5939221843223531
326,CHOL,IGLV4-3,T cell CD4+ naive,0.5939221843223531
327,CHOL,TRAJ4,T cell follicular helper,0.5932804160093833
328,CHOL,TRAJ17,T cell CD8+,0.5931620757431774
329,CHOL,TRAJ52,Macrophage M2,0.5929759151935331
330,CHOL,IGHV4-59,T cell follicular helper,0.5927991140925208
331,CHOL,IGHJ4,Macrophage M1,0.5923577264057694
332,CHOL,TRGJ2,T cell follicular helper,0.5922030393512748
333,CHOL,IGHV3-33,T cell follicular helper,0.5914048130882257
334,CHOL,TRAV12-1,T cell regulatory (Tregs),0.5899298060401417
335,CHOL,TRBV30,T cell regulatory (Tregs),0.5889609359162028
336,CHOL,IGHV3-20,Monocyte,0.5889235052062782
337,CHOL,IGHV4-55,T cell CD4+ memory resting,0.5876443134565661
338,CHOL,IGHV5-10-1,T cell CD8+,0.5853100129727686
339,CHOL,TRAV8-6,T cell regulatory (Tregs),0.5851063896938055
340,CHOL,IGHV4-59,T cell regulatory (Tregs),0.5846447218302893
341,CHOL,IGHV5-78,T cell CD8+,0.5828531091861435
342,CHOL,IGLV3-27,T cell CD4+ memory resting,0.5825165271262296
343,CHOL,IGHV5-51,T cell follicular helper,0.58234361799806
344,CHOL,IGHV1-3,T cell follicular helper,0.5806462881710243
345,CHOL,IGHV5-51,Macrophage M2,0.5795548736637667
346,CHOL,TRAJ53,T cell follicular helper,0.5791499998383903
347,CHOL,IGLV5-48,T cell follicular helper,0.5784484056091488
348,CHOL,IGHV1-8,T cell CD4+ memory resting,0.5776817571576266
349,CHOL,TRAV13-1,T cell regulatory (Tregs),0.5773865721178213
350,CHOL,IGHV3-9,Macrophage M2,0.5763612788644411
351,CHOL,IGHV3-38,T cell follicular helper,0.5756082334048486
352,CHOL,IGHV3-48,Macrophage M1,0.5755908686577803
353,CHOL,TRAV5,T cell CD4+ memory activated,0.5746204653902287
354,CHOL,TRAV35,T cell CD8+,0.57452663619777
355,CHOL,IGHV4-61,T cell regulatory (Tregs),0.5734542242323973
356,CHOL,TRAV30,T cell regulatory (Tregs),0.5731217672275095
357,CHOL,TRAV41,T cell CD8+,0.5724300914433189
358,CHOL,TRAV30,T cell CD8+,0.5723025516566668
359,CHOL,TRAV20,T cell regulatory (Tregs),0.5722164260302305
360,CHOL,TRBV18,T cell follicular helper,0.5720764120541048
361,CHOL,TRDV1,NK cell activated,0.5715703704341197
362,CHOL,IGKV1-12,NK cell activated,0.5715393603340505
363,CHOL,IGHV3-60,T cell regulatory (Tregs),0.5714232291341057
364,CHOL,TRAV12-1,T cell CD8+,0.5713514622335947
365,CHOL,TRAJ4,T cell regulatory (Tregs),0.5711534304456711
366,CHOL,IGHV3-43,Macrophage M1,0.5705731150827499
367,CHOL,IGHV3-73,T cell CD8+,0.5683500155494146
368,CHOL,IGHV1-24,T cell follicular helper,0.5680693877184703
369,CHOL,TRAV20,T cell follicular helper,0.5680090990781403
370,CHOL,IGLV10-67,B cell memory,0.5678361548056965
371,CHOL,IGHV1-58,T cell follicular helper,0.5672897219807493
372,CHOL,IGHV1-67,T cell regulatory (Tregs),0.5667014337634224
373,CHOL,IGLV8-61,Monocyte,0.5666658603330584
374,CHOL,IGLV9-49,T cell CD4+ memory resting,0.5661532567322358
375,CHOL,TRAV13-1,T cell follicular helper,0.5654123795005433
376,CHOL,IGHV3-72,T cell CD4+ memory resting,0.5643523896733476
377,CHOL,IGLV8-61,T cell CD4+ memory resting,0.5630546435921546
378,CHOL,IGHV1-8,T cell follicular helper,0.562922221352484
379,CHOL,TRBV11-1,T cell regulatory (Tregs),0.5624212114540311
380,CHOL,TRAV14DV4,T cell follicular helper,0.561861011541902
381,CHOL,IGHV3-9,T cell CD4+ memory resting,0.5618588736240167
382,CHOL,TRBV30,T cell CD8+,0.5614421786446118
383,CHOL,IGHV5-51,T cell regulatory (Tregs),0.5612589329570777
384,CHOL,IGHV1-18,T cell follicular helper,0.5611760105655681
385,CHOL,TRAJ36,T cell follicular helper,0.561029182353921
386,CHOL,TRAV41,T cell regulatory (Tregs),0.5603689289523487
387,CHOL,TRBJ2-2,T cell follicular helper,0.5601272844317514
388,CHOL,TRBV24-1,T cell CD4+ naive,0.5599837737896473
389,CHOL,IGLV11-55,T cell CD4+ naive,0.5599837737896473
390,CHOL,TRBV15,T cell CD4+ naive,0.5599837737896473
391,CHOL,TRAV34,T cell CD4+ naive,0.5599837737896473
392,CHOL,IGLV2-33,T cell CD4+ naive,0.5599837737896473
393,CHOL,IGHV1-46,Macrophage M2,0.559883298317477
394,CHOL,IGHV3-65,B cell plasma,0.5593761378156187
395,CHOL,IGKV1-37,NK cell activated,0.5589356900724036
396,CHOL,IGHV4-31,T cell follicular helper,0.558455262687179
397,CHOL,IGLV5-45,B cell memory,0.5582217690118135
398,CHOL,IGHV4-59,T cell CD8+,0.557993317883329
399,CHOL,TRAJ37,Macrophage M1,0.5579437447963503
400,CHOL,IGHV1-46,Macrophage M1,0.5578350204650052
401,CHOL,TRAV8-6,T cell CD8+,0.5577488592435579
402,CHOL,IGHV3-72,B cell memory,0.5569842128765345
403,CHOL,TRAJ20,T cell follicular helper,0.5565145189286762
404,CHOL,TRAV4,T cell regulatory (Tregs),0.5562518970652524
405,CHOL,IGHV3-66,Macrophage M1,0.555967301555364
406,CHOL,IGHV3-60,T cell follicular helper,0.5558137716281872
407,CHOL,IGLV5-45,T cell regulatory (Tregs),0.5550827570315848
408,CHOL,TRAJ28,T cell regulatory (Tregs),0.554744602609663
409,CHOL,IGHV3-47,Macrophage M1,0.554536897680906
410,CHOL,TRAV3,T cell regulatory (Tregs),0.5544290482282012
411,CHOL,IGHV3-21,T cell follicular helper,0.55400372068939
412,CHOL,IGHJ1,T cell CD4+ memory resting,0.553288110726961
413,CHOL,TRAJ43,T cell CD8+,0.5530736310957901
414,CHOL,IGHV3-43,Monocyte,0.5529587109952078
415,CHOL,TRAV12-3,T cell CD8+,0.55254829963177
416,CHOL,IGHV3-42,T cell CD4+ memory resting,0.5521951036397429
417,CHOL,TRAJ53,T cell CD4+ memory resting,0.5520232790777323
418,CHOL,IGHV1-3,T cell CD4+ memory resting,0.5517498091442103
419,CHOL,IGHV4-31,Monocyte,0.5513270747269793
420,CHOL,TRAV1-2,T cell CD8+,0.5509708902400059
421,CHOL,TRGJ2,Macrophage M1,0.5508379964985982
422,CHOL,IGHV3-47,T cell CD8+,0.5501482899228191
423,CHOL,IGLV5-52,T cell regulatory (Tregs),0.5501065624932556
424,CHOL,TRAV12-2,T cell follicular helper,0.5500319909390001
425,CHOL,TRBJ1-6,T cell regulatory (Tregs),0.5498179179934419
426,CHOL,IGLJ6,T cell regulatory (Tregs),0.5483554254672548
427,CHOL,TRAJ52,T cell follicular helper,0.5483349341341371
428,CHOL,TRBJ1-2,Macrophage M1,0.5483290538368525
429,CHOL,IGLV3-10,T cell follicular helper,0.5477392548647144
430,CHOL,IGHV4-28,T cell regulatory (Tregs),0.5476401500250309
431,CHOL,IGHV3-72,Macrophage M2,0.5476227344652607
432,CHOL,IGHV5-10-1,B cell memory,0.5473490281768085
433,CHOL,TRGV10,NK cell activated,0.5470756124390524
434,CHOL,TRBV6-5,T cell follicular helper,0.5456966563883257
435,CHOL,IGHV5-10-1,T cell regulatory (Tregs),0.5455044682508351
436,CHOL,TRAV29DV5,T cell follicular helper,0.5447202426233391
437,CHOL,IGLV9-49,Macrophage M1,0.5445767394736464
438,CHOL,IGHV3-7,Macrophage M2,0.5436507499388546
439,CHOL,IGHV1-24,T cell CD8+,0.5432677318406465
440,CHOL,TRAV12-2,Myeloid dendritic cell resting,0.543261093887495
441,CHOL,IGLV3-31,T cell regulatory (Tregs),0.5431128214325464
442,CHOL,IGHV3-11,Macrophage M2,0.5424127383945484
443,CHOL,TRBJ1-3,T cell follicular helper,0.5414831448870691
444,CHOL,TRAJ37,T cell CD4+ memory resting,0.5409994811575973
445,CHOL,TRDV1,T cell regulatory (Tregs),0.5408777892455812
446,CHOL,IGHJ6,T cell follicular helper,0.5408683627140908
447,CHOL,IGHV3-41,T cell CD8+,0.5400312481030799
448,CHOL,IGHV1-67,B cell memory,0.539934110510194
449,CHOL,TRBJ1-3,Macrophage M2,0.5398568444592996
450,CHOL,IGKV5-2,T cell regulatory (Tregs),0.5396751267016705
451,CHOL,IGHJ2,Macrophage M2,0.5395599870265586
452,CHOL,TRAV27,T cell follicular helper,0.5395344969196387
453,CHOL,TRBV29-1,T cell CD8+,0.5393171441276788
454,CHOL,TRBJ2-2,T cell regulatory (Tregs),0.5391923122151122
455,CHOL,IGHV3-22,NK cell activated,0.5387577404904751
456,CHOL,TRAV2,T cell CD8+,0.5385190618564272
457,CHOL,TRBV7-3,T cell regulatory (Tregs),0.5381459504324874
458,CHOL,IGHJ1,Macrophage M1,0.5379832226323835
459,CHOL,TRAV38-1,T cell CD4+ memory resting,0.5376074353936867
460,CHOL,TRBV4-1,T cell CD8+,0.5375036267932158
461,CHOL,IGHV5-51,B cell memory,0.5370826294544851
462,CHOL,TRAV27,T cell CD8+,0.5368266700844083
463,CHOL,TRAV3,T cell CD8+,0.5355302478552785
464,CHOL,IGLV1-41,T cell CD4+ memory resting,0.5354674433592149
465,CHOL,TRAJ48,T cell follicular helper,0.5354339717670691
466,CHOL,IGHV3-30,T cell regulatory (Tregs),0.5349606477658101
467,CHOL,IGLV5-52,T cell CD8+,0.534480266110831
468,CHOL,TRBV2,Monocyte,0.5343769006528214
469,CHOL,IGHV1-2,T cell follicular helper,0.5331868034668337
470,CHOL,IGLV1-50,T cell regulatory (Tregs),0.532031633057352
471,CHOL,TRAJ20,T cell CD8+,0.5319338013782835
472,CHOL,IGHV5-78,NK cell activated,0.5316091761323305
473,CHOL,IGHV7-4-1,T cell regulatory (Tregs),0.5310383624079072
474,CHOL,IGHV3-72,T cell regulatory (Tregs),0.5306999058353081
475,CHOL,TRAJ53,T cell CD8+,0.5303422441268192
476,CHOL,IGHV1-3,T cell regulatory (Tregs),0.5302230824623321
477,CHOL,IGHV3-74,T cell CD4+ memory resting,0.5299228109249119
478,CHOL,TRBV7-3,NK cell activated,0.52982092971733
479,CHOL,IGHV3-47,Monocyte,0.5297525487803499
480,CHOL,IGHV2-26,T cell regulatory (Tregs),0.529346079544912
481,CHOL,IGLJ6,T cell CD8+,0.5292329613244979
482,CHOL,IGHV4-55,Macrophage M1,0.5290989629564442
483,CHOL,TRAV8-7,B cell memory,0.5289805713606082
484,CHOL,TRBV6-5,Macrophage M1,0.5286412326094769
485,CHOL,TRAV12-3,T cell regulatory (Tregs),0.5282282586199453
486,CHOL,IGHV3-15,Monocyte,0.5280984220994035
487,CHOL,IGHV4-34,Macrophage M1,0.5280124375726931
488,CHOL,IGHV2-70,T cell CD4+ memory resting,0.5278752019952979
489,CHOL,TRBV11-1,T cell CD8+,0.5277853748636278
490,CHOL,TRBV14,T cell CD8+,0.5275128090131049
491,CHOL,IGHV3-11,Macrophage M1,0.5272074345172043
492,CHOL,IGHJ3,Macrophage M2,0.5271675318215604
493,CHOL,IGLV2-18,T cell regulatory (Tregs),0.5271557406462349
494,CHOL,TRAJ53,T cell regulatory (Tregs),0.5269483774938464
495,CHOL,TRAJ15,T cell regulatory (Tregs),0.5265984275226915
496,CHOL,IGHV1-24,Macrophage M1,0.5264345214215557
497,CHOL,IGHV3-60,B cell plasma,0.5258524092777134
498,CHOL,TRAJ16,Macrophage M1,0.525695316850661
499,CHOL,IGHV5-51,T cell CD4+ memory resting,0.525077350915851
500,CHOL,TRAJ56,T cell CD8+,0.5243609766487786
501,CHOL,TRAV38-2DV8,T cell CD8+,0.52410505022097
502,CHOL,TRAV38-1,Monocyte,0.523928592480699
503,CHOL,IGHV3-74,T cell regulatory (Tregs),0.5237497583177355
504,CHOL,IGHV3-11,T cell regulatory (Tregs),0.5237041072959792
505,CHOL,IGHV1-46,T cell CD4+ memory resting,0.5237013620507674
506,CHOL,TRAV13-1,T cell CD8+,0.523665610547783
507,CHOL,TRAJ6,T cell CD8+,0.5232994108201272
508,CHOL,IGLV3-10,NK cell activated,0.5228069162353627
509,CHOL,IGHV1-2,NK cell activated,0.5224481729708588
510,CHOL,TRGV10,T cell regulatory (Tregs),0.5221552020206253
511,CHOL,IGHV1-45,NK cell activated,0.5214653198706958
512,CHOL,IGHV3-38,Macrophage M1,0.5210001012529587
513,CHOL,IGHV1-24,T cell CD4+ memory resting,0.5209353627628399
514,CHOL,TRAV13-1,Macrophage M1,0.5208913336141836
515,CHOL,IGHV3-47,Macrophage M2,0.5207593864830127
516,CHOL,IGLV3-9,Macrophage M0,0.5204072027988774
517,CHOL,IGHV1-69,Macrophage M1,0.5201394996447918
518,CHOL,IGLV1-47,T cell follicular helper,0.5198573584434879
519,CHOL,IGHV3-65,T cell CD4+ memory resting,0.5196777545863722
520,CHOL,TRAJ12,T cell regulatory (Tregs),0.5195215882808458
521,CHOL,IGHV1-67,T cell CD8+,0.5187963295496486
522,CHOL,IGHJ2,Monocyte,0.5186685414299809
523,CHOL,IGHV3-47,T cell follicular helper,0.5184939845881407
524,CHOL,TRAJ20,T cell regulatory (Tregs),0.5184606183932744
525,CHOL,IGHJ3,T cell follicular helper,0.5184147673882714
526,CHOL,IGHV3-41,T cell regulatory (Tregs),0.5183887066377886
527,CHOL,TRBV27,T cell CD8+,0.5183213980341498
528,CHOL,IGHV3-35,T cell CD4+ memory resting,0.5182833878703232
529,CHOL,TRAV3,T cell follicular helper,0.5181736399401103
530,CHOL,IGHV6-1,Monocyte,0.5178050532921951
531,CHOL,IGHV1-24,T cell regulatory (Tregs),0.5174574283118674
532,CHOL,IGHV3-43,Macrophage M2,0.517226078169987
533,CHOL,IGHV7-4-1,T cell CD8+,0.5171949255289886
534,CHOL,IGLV5-48,Macrophage M2,0.517193631215721
535,CHOL,IGHV1-45,T cell CD8+,0.5170841304422241
536,CHOL,TRAV35,T cell follicular helper,0.5168360733497538
537,CHOL,IGHV1-3,Macrophage M1,0.51664095413337
538,CHOL,IGLV5-37,T cell follicular helper,0.5161891178925297
539,CHOL,TRAJ49,T cell follicular helper,0.5158823190111672
540,CHOL,IGHV1-69,T cell CD8+,0.5156675538459976
541,CHOL,IGHV1-69D,T cell follicular helper,0.5153857591255623
542,CHOL,TRBV2,Mast cell activated,0.5152743113356589
543,CHOL,IGHV3-66,T cell regulatory (Tregs),0.5151896098419151
544,CHOL,TRBV11-2,T cell follicular helper,0.5151340303906049
545,CHOL,IGLV1-36,T cell CD4+ memory resting,0.5148297475657874
546,CHOL,TRAJ24,B cell memory,0.5144554317963957
547,CHOL,IGKV1-16,Neutrophil,0.5141278442749059
548,CHOL,IGHV3-65,Macrophage M2,0.5141197727413673
549,CHOL,TRAV13-2,T cell CD4+ memory resting,0.5140180703802268
550,CHOL,IGHV1-3,Monocyte,0.5138943173457713
551,CHOL,IGLV3-31,T cell follicular helper,0.5137179564847656
552,CHOL,IGLV1-50,T cell CD8+,0.5136597322273749
