,TCGA_id,Gene,Cell,Correlation
553,CHOL,TRAJ42,T cell follicular helper,0.512614867947468
554,CHOL,TRBJ1-4,T cell follicular helper,0.512614867947468
555,CHOL,TRAJ21,T cell follicular helper,0.5121277555822836
556,CHOL,IGHV5-10-1,T cell CD4+ memory resting,0.5115726942128612
557,CHOL,IGHV3-66,T cell CD4+ memory resting,0.5104315186680908
558,CHOL,IGHV3-22,T cell CD4+ memory resting,0.5102810509898295
559,CHOL,IGHV3-33,Myeloid dendritic cell resting,0.5100549786811669
560,CHOL,TRAJ52,T cell CD8+,0.5097484017321052
561,CHOL,IGLJ2,Myeloid dendritic cell resting,0.509682490039269
562,CHOL,IGLVI-70,T cell CD8+,0.5096519998577835
563,CHOL,TRAV26-2,T cell regulatory (Tregs),0.5095873386280682
564,CHOL,TRAV26-2,Macrophage M1,0.5095428299695733
565,CHOL,IGHV3-72,Monocyte,0.5090173000685704
566,CHOL,IGLV3-31,T cell CD8+,0.508502545759032
567,CHOL,IGKV1-35,NK cell activated,0.5080779343369606
568,CHOL,TRBV27,T cell follicular helper,0.5073972642985437
569,CHOL,IGHV5-78,T cell gamma delta,0.5073174580405541
570,CHOL,IGHV4-34,T cell follicular helper,0.5072935052852275
571,CHOL,TRAJ52,T cell regulatory (Tregs),0.5070079457533747
572,CHOL,TRAV30,T cell follicular helper,0.5068109357976767
573,CHOL,TRAV23DV6,Macrophage M1,0.506762499986635
574,CHOL,TRAV14DV4,T cell regulatory (Tregs),0.506450534874779
575,CHOL,TRAJ56,T cell follicular helper,0.5063828860208205
576,CHOL,IGHV1-2,Monocyte,0.5062680318143843
577,CHOL,IGHV4-55,T cell follicular helper,0.5061612635658361
578,CHOL,IGHV3-73,T cell CD4+ memory resting,0.5053326542201363
579,CHOL,TRBV28,T cell follicular helper,0.5049195029867092
580,CHOL,TRAJ39,T cell CD8+,0.5048726720086747
581,CHOL,TRAV23DV6,T cell follicular helper,0.503993129630355
582,CHOL,IGLV1-41,Monocyte,0.5039201399627187
583,CHOL,IGHJ5,T cell CD4+ memory resting,0.5039063260762484
584,CHOL,IGHV4-34,T cell CD4+ memory resting,0.5036180500467342
585,CHOL,TRBV12-4,Macrophage M1,0.5034821031255132
586,CHOL,TRAV20,Macrophage M1,0.5032236557129853
587,CHOL,IGHJ6,Monocyte,0.5024660965217733
588,CHOL,TRBV12-4,T cell regulatory (Tregs),0.5022600458155314
589,CHOL,IGHV2-70,T cell follicular helper,0.5020202840312246
590,CHOL,IGHV1-2,T cell CD4+ memory resting,0.5019370276495128
591,CHOL,TRAJ36,T cell CD8+,0.5017970176830887
592,CHOL,TRAJ27,T cell follicular helper,0.5013726235142031
593,CHOL,TRAJ42,Macrophage M1,0.5011697030447737
594,CHOL,TRBJ1-3,T cell CD8+,0.5009868548220335
595,CHOL,IGHV3-53,T cell CD4+ memory resting,0.5008794994298397
596,CHOL,IGHV3-41,B cell plasma,0.5006708681402606
597,THCA,IGHV4-61,Macrophage M1,0.6135908135361214
598,THCA,IGHV3-30,Macrophage M1,0.60583377901971
599,THCA,IGHV3-66,Macrophage M1,0.6057789402203877
600,THCA,IGHV4-4,Macrophage M1,0.5983450706648149
601,THCA,IGHV3-64,Macrophage M1,0.5928159536651504
602,THCA,IGHV1-3,Macrophage M1,0.5924950511084407
603,THCA,IGHJ2P,Macrophage M1,0.5918422782114083
604,THCA,IGHV3-48,Macrophage M1,0.581903159275073
605,THCA,IGHV1-2,Macrophage M1,0.5817456193216441
606,THCA,IGHJ1,Macrophage M1,0.5805535276688516
607,THCA,IGHJ2P,T cell CD8+,0.5772949065669252
608,THCA,IGHJ4,Macrophage M1,0.5750757923764473
609,THCA,IGHV4-31,Macrophage M1,0.5727359176582426
610,THCA,IGHV4-61,T cell CD8+,0.5700536787165453
611,THCA,IGHV3-73,Macrophage M1,0.5696126026071933
612,THCA,IGHV4-59,Macrophage M1,0.56588848535131
613,THCA,IGHV3-66,T cell follicular helper,0.5657639421113583
614,THCA,IGHV3-64,T cell CD8+,0.5643693619589344
615,THCA,IGHV3-16,T cell follicular helper,0.5642408248105744
616,THCA,IGHV3-72,Macrophage M1,0.5640615254140876
617,THCA,IGHV4-4,T cell CD8+,0.5637289489638803
618,THCA,IGLV9-49,Macrophage M1,0.5632925289083621
619,THCA,IGHV3-13,Macrophage M1,0.5621007307319675
620,THCA,IGHJ2,Macrophage M1,0.5620720325641441
621,THCA,IGHV4-61,T cell follicular helper,0.5611695661488961
622,THCA,IGHV3-21,Macrophage M1,0.5608062490432303
623,THCA,IGHV3-38,Macrophage M1,0.5600428571775005
624,THCA,IGHV3-49,Macrophage M1,0.5546339063978902
625,THCA,IGHV3-16,Macrophage M1,0.5544886059427858
626,THCA,IGHV4-4,T cell follicular helper,0.5543474946693614
627,THCA,IGHV3-41,Macrophage M1,0.5538454674075227
628,THCA,IGHV3-48,T cell follicular helper,0.5528406995845438
629,THCA,IGHV4-39,Macrophage M1,0.5523543896284413
630,THCA,IGHV7-81,Macrophage M1,0.5520753580891894
631,THCA,IGHV1-46,Macrophage M1,0.5512837548633611
632,THCA,IGHV2-26,Macrophage M1,0.5483323920052242
633,THCA,IGHV3-66,T cell CD8+,0.5471096328847852
634,THCA,IGHV3-43,Macrophage M1,0.5470776900786906
635,THCA,IGHV3-41,T cell follicular helper,0.5463473542944483
636,THCA,IGHV1-8,Macrophage M1,0.5460736421227422
637,THCA,IGHV3-38,T cell CD8+,0.5445392566575601
638,THCA,IGHV3-35,Macrophage M1,0.5412028124730666
639,THCA,IGHV1-69D,T cell follicular helper,0.5406975691408112
640,THCA,IGHV4-34,Macrophage M1,0.5403506528184927
641,THCA,IGHV3-49,T cell CD8+,0.5402902129931206
642,THCA,IGHV3-74,Macrophage M1,0.5402026668121886
643,THCA,IGHV3-7,Macrophage M1,0.5399668769389622
644,THCA,IGLV2-5,Macrophage M1,0.5399653645570598
645,THCA,IGHV3-16,T cell CD8+,0.5393936763243475
646,THCA,IGHV3-42,Macrophage M1,0.5383752212569649
647,THCA,IGHV2-70,Macrophage M1,0.537826191845201
648,THCA,IGHV4-30-2,Macrophage M1,0.5377179857942163
649,THCA,IGHV3-22,Macrophage M1,0.5374723528769959
650,THCA,IGHV2-5,Macrophage M1,0.5370366011844019
651,THCA,IGHV6-1,Macrophage M1,0.5334910025333413
652,THCA,IGHV7-4-1,Macrophage M1,0.5331216673643404
653,THCA,IGLJ6,Macrophage M1,0.5329036044570973
654,THCA,IGHV3-30,T cell CD8+,0.5324786552832882
655,THCA,IGHV3-30,T cell follicular helper,0.532265496718776
656,THCA,IGHV3-41,T cell CD8+,0.5311919694107109
657,THCA,IGHV4-31,T cell follicular helper,0.5306719077519746
658,THCA,IGHV1-67,Macrophage M1,0.5301315673449974
659,THCA,IGHV4-59,T cell CD8+,0.5296201274894183
660,THCA,IGHV1-69D,Macrophage M1,0.5292400036322631
661,THCA,IGHV1-2,T cell CD8+,0.5291830548488051
662,THCA,IGHV3-33,Macrophage M1,0.5288475629103229
663,THCA,IGHV3-65,Macrophage M1,0.5279416444776301
664,THCA,IGHV2-70,T cell CD8+,0.527900989946916
665,THCA,IGHV3-73,T cell CD8+,0.5278237586858319
666,THCA,IGHV1-58,T cell follicular helper,0.5273576087299049
667,THCA,IGHV1-3,T cell follicular helper,0.5263242059951935
668,THCA,IGHV3-42,NK cell activated,0.5262330131799716
669,THCA,IGHV2-70,T cell follicular helper,0.5262093545654534
670,THCA,IGHV3-7,NK cell activated,0.524756444235869
671,THCA,IGHV3-42,T cell CD8+,0.5242314922476181
672,THCA,IGHV1-58,Macrophage M1,0.5242297936503546
673,THCA,IGHV3-15,Macrophage M1,0.5233182422461047
674,THCA,IGHV3-49,T cell follicular helper,0.5231703847229174
675,THCA,IGHJ1,T cell follicular helper,0.5219354679346137
676,THCA,IGHV3-22,T cell CD8+,0.5217749443076405
677,THCA,IGHV1-69D,T cell CD8+,0.5205123152673582
678,THCA,IGHV3-11,Macrophage M1,0.5192685152059978
679,THCA,IGHJ2P,NK cell activated,0.5192282689624501
680,THCA,IGLJ6,T cell CD8+,0.5184182632777257
681,THCA,IGHV4-61,NK cell activated,0.5183151812996719
682,THCA,IGHV3-47,T cell follicular helper,0.5182813265097571
683,THCA,IGHV3-72,T cell CD8+,0.5174779010791545
684,THCA,IGHV3-20,Macrophage M1,0.5174430338549754
685,THCA,IGHV3-23,Macrophage M1,0.5166083738281556
686,THCA,IGHV3-73,T cell follicular helper,0.5160695073669789
687,THCA,IGHJ2P,T cell follicular helper,0.5156824493069534
688,THCA,IGHV3-7,T cell follicular helper,0.515121188526584
689,THCA,IGKV1-37,Macrophage M1,0.5147127940672188
690,THCA,IGHV3-9,Macrophage M1,0.5147038764016025
691,THCA,IGHV1-2,T cell follicular helper,0.5142026573788686
692,THCA,IGHV4-55,Macrophage M1,0.5139689810704583
693,THCA,IGLJ7,Macrophage M1,0.5138295591020083
694,THCA,IGHV7-56,T cell CD8+,0.513237122616736
695,THCA,IGHV3-47,T cell CD8+,0.5125320889917362
696,THCA,IGHV3-38,T cell follicular helper,0.5124848122755616
697,THCA,IGHV3-38,NK cell activated,0.5122391663939813
698,THCA,IGHV2-26,T cell follicular helper,0.5122344993437363
699,THCA,IGHV3-43,T cell CD8+,0.5116790143822866
700,THCA,IGHV3-65,T cell CD8+,0.5116015325556428
701,THCA,IGHV3-48,NK cell activated,0.5115925253528103
702,THCA,IGHV3-64,T cell follicular helper,0.5113462446108109
703,THCA,IGHV3-64,NK cell activated,0.5109385497061179
704,THCA,IGHV3-66,NK cell activated,0.5099982971343734
705,THCA,IGHV3-22,T cell follicular helper,0.5098867973516227
706,THCA,IGHV3-47,Macrophage M1,0.5088183860432648
707,THCA,IGHV3-48,T cell CD4+ memory resting,0.5087776102429905
708,THCA,IGHJ4,Macrophage M2,0.5081154534352592
709,THCA,IGHV3-13,T cell CD8+,0.508087093454577
710,THCA,IGHV2-26,T cell CD8+,0.5078064584831737
711,THCA,IGHV1-69D,NK cell activated,0.5077384973472256
712,THCA,IGHV4-31,T cell CD8+,0.5072264071253196
713,THCA,IGHV4-59,T cell follicular helper,0.5070768158723942
714,THCA,IGHV3-30,NK cell activated,0.5065001800965374
715,THCA,IGHJ4,T cell follicular helper,0.505886536888487
716,THCA,IGLV5-45,T cell follicular helper,0.5057970512575976
717,THCA,IGLV5-52,Macrophage M1,0.5056357390397557
718,THCA,IGHV3-73,NK cell activated,0.5055862190481583
719,THCA,IGHV3-60,T cell CD8+,0.5043875093189123
720,THCA,IGHV3-13,T cell follicular helper,0.5035698254524429
721,THCA,IGHV1-69,Macrophage M1,0.503211692554684
722,THCA,IGHV2-26,T cell CD4+ memory resting,0.5022880939556499
723,THCA,IGHV3-7,T cell CD8+,0.5022253974913923
724,THCA,IGHV3-48,T cell CD8+,0.5017549577241773
725,THCA,IGHV3-73,Macrophage M2,0.5011042762285779
726,THCA,IGHV1-3,T cell CD8+,0.5006229105379353
727,THCA,IGHV1-58,T cell CD8+,0.5003888627642075
728,THCA,IGHV5-10-1,Macrophage M1,0.5003489139871036
729,READ,IGHJ2P,T cell CD4+ memory resting,0.5677497070715222
730,READ,TRAJ48,Macrophage M1,0.5507727851498136
731,READ,IGHV3-15,Macrophage M2,0.5192470668796959
732,READ,IGHV3-64,T cell CD4+ memory resting,0.5172133527308802
733,READ,IGHV3-64,Macrophage M1,0.5167649845278331
734,READ,IGHV5-10-1,T cell CD8+,0.5137267231812136
735,READ,TRAJ50,T cell CD4+ memory resting,0.5131587999101109
736,READ,TRAJ48,Macrophage M2,0.5111469302698696
737,LGG,TRAV28,T cell CD4+ memory activated,0.6347465601487281
738,LGG,IGLV3-22,T cell CD4+ memory activated,0.51073105297771
739,DLBC,TRGV10,T cell CD8+,0.7775916056789118
740,DLBC,TRBV10-2,T cell CD8+,0.7151993563731113
741,DLBC,TRAV10,T cell follicular helper,0.7066503629177512
742,DLBC,TRAV8-6,T cell CD8+,0.6949538280779802
743,DLBC,TRAJ56,T cell follicular helper,0.6819172971143334
744,DLBC,TRAJ11,T cell CD8+,0.6789170211617984
745,DLBC,TRAJ49,T cell follicular helper,0.6714643923054254
746,DLBC,TRGJ2,T cell CD8+,0.6683552467812724
747,DLBC,TRBV7-2,T cell follicular helper,0.6682675616604117
748,DLBC,TRAV3,T cell CD8+,0.667588759356
749,DLBC,TRAV9-2,T cell follicular helper,0.6667737360657374
750,DLBC,TRAJ37,T cell follicular helper,0.6611427781589444
751,DLBC,TRBV6-8,Myeloid dendritic cell resting,0.659062885326757
752,DLBC,TRAJ13,T cell follicular helper,0.6578063601814684
753,DLBC,TRAJ40,Macrophage M2,0.6554745010383538
754,DLBC,TRAJ13,Macrophage M2,0.654364091922585
755,DLBC,TRAV8-3,Macrophage M2,0.6527272002007912
756,DLBC,TRAJ11,Macrophage M1,0.6455192363165537
757,DLBC,TRAJ9,T cell CD8+,0.6424493239964063
758,DLBC,TRAV8-3,T cell CD8+,0.6412467761900068
759,DLBC,TRAV26-2,T cell CD8+,0.6398102132660843
760,DLBC,TRAV3,T cell follicular helper,0.6388670443698021
761,DLBC,TRBV6-1,T cell follicular helper,0.6345597250909415
762,DLBC,TRAV26-2,T cell follicular helper,0.633929919524101
763,DLBC,TRAJ11,Macrophage M2,0.6315321298429041
764,DLBC,TRAJ8,T cell follicular helper,0.6315061427186275
765,DLBC,TRAJ37,Macrophage M2,0.6283476620856038
766,DLBC,TRBJ2-2,T cell CD8+,0.62767468797334
767,DLBC,TRGV10,NK cell activated,0.6275844492974035
768,DLBC,TRAV20,T cell CD8+,0.6263817822052099
769,DLBC,TRAJ21,T cell follicular helper,0.6249404984386959
770,DLBC,TRAV2,T cell follicular helper,0.6226564134199553
771,DLBC,TRAV17,T cell CD8+,0.6211057084960153
772,DLBC,TRBV5-6,T cell CD8+,0.6194860912064141
773,DLBC,TRBV5-7,T cell CD8+,0.6171905607410652
774,DLBC,TRAJ9,T cell follicular helper,0.6140213838677775
775,DLBC,TRAV20,NK cell activated,0.6126561788861126
776,DLBC,TRBV9,Macrophage M2,0.6119750146367283
777,DLBC,TRAJ18,T cell follicular helper,0.6111846349658906
778,DLBC,TRAJ49,Macrophage M2,0.6109470954960229
779,DLBC,TRBV5-6,T cell follicular helper,0.6103516543256633
780,DLBC,TRAV29DV5,T cell CD8+,0.6102704791858004
781,DLBC,TRAJ17,T cell CD8+,0.6082098146924744
782,DLBC,TRAJ11,T cell CD4+ memory activated,0.6061401688126639
783,DLBC,TRAV12-3,Macrophage M2,0.6051087070626252
784,DLBC,TRAV24,T cell follicular helper,0.6049508862708711
785,DLBC,TRBV9,T cell follicular helper,0.6048403759663137
786,DLBC,TRAV41,T cell follicular helper,0.6015597588279405
787,DLBC,TRAJ56,T cell CD8+,0.600868010400682
788,DLBC,TRAJ37,T cell CD8+,0.6007930027043947
789,DLBC,TRBV25-1,T cell follicular helper,0.6005417614976793
790,DLBC,TRAV30,T cell follicular helper,0.5995490306696103
791,DLBC,TRAJ45,Macrophage M2,0.599167469946014
792,DLBC,TRAV1-2,T cell CD8+,0.5989612939198762
793,DLBC,TRAJ36,Macrophage M2,0.5988765179942201
794,DLBC,TRGV10,Macrophage M2,0.5986390169747239
795,DLBC,TRAJ17,Macrophage M2,0.598228192172079
796,DLBC,TRBV5-6,Macrophage M2,0.5981343449976592
797,DLBC,TRBV28,T cell CD8+,0.5940141327227971
798,DLBC,TRAV38-2DV8,T cell CD8+,0.5935451073025463
799,DLBC,TRAV19,Macrophage M2,0.5934022443374355
800,DLBC,TRAV20,T cell follicular helper,0.5931805496437211
801,DLBC,TRAV16,T cell follicular helper,0.5927350961777836
802,DLBC,TRGV10,Macrophage M1,0.5918336109889496
803,DLBC,TRBV29-1,T cell CD8+,0.5905792644014078
804,DLBC,TRAJ29,Macrophage M2,0.590434408716965
805,DLBC,TRAJ34,T cell CD8+,0.5897614386106008
806,DLBC,TRAJ17,Macrophage M1,0.5890830184662418
807,DLBC,TRAV23DV6,T cell follicular helper,0.5889589692797168
808,DLBC,TRAJ50,T cell follicular helper,0.5888941058034771
809,DLBC,TRBV12-3,T cell follicular helper,0.5884192495632165
810,DLBC,TRBV12-4,T cell follicular helper,0.5873490786790256
811,DLBC,TRAV12-1,Macrophage M2,0.5855087444984046
812,DLBC,TRAJ16,T cell CD8+,0.5850564421349579
813,DLBC,TRAJ49,T cell CD8+,0.5846303994523011
814,DLBC,TRDV1,T cell follicular helper,0.583539344663325
815,DLBC,TRBV3-1,T cell follicular helper,0.5775810117311982
816,DLBC,TRAV24,T cell CD8+,0.5774127401998035
817,DLBC,TRBJ2-2,T cell follicular helper,0.574997369463724
818,DLBC,TRAV8-2,T cell CD8+,0.5743769570769232
819,DLBC,TRAV2,Macrophage M2,0.5736891352967027
820,DLBC,TRAV13-2,Macrophage M2,0.5736732595796722
821,DLBC,TRAJ27,T cell CD8+,0.5731715534799103
822,DLBC,TRAV12-3,T cell follicular helper,0.5730121144264243
823,DLBC,TRBJ2-2,Macrophage M2,0.572499269823062
824,DLBC,TRBJ2-4,T cell CD8+,0.5724126122838207
825,DLBC,TRAV26-2,Macrophage M2,0.5722724705790336
826,DLBC,TRAJ44,T cell CD8+,0.5721309891578608
827,DLBC,TRAV8-7,T cell follicular helper,0.5717132802483993
828,DLBC,TRAJ44,T cell follicular helper,0.571517593360518
829,DLBC,TRAJ35,T cell follicular helper,0.5714927353905165
830,DLBC,TRAJ40,T cell CD8+,0.5699729991241521
831,DLBC,TRAV21,Macrophage M2,0.5689820096165712
832,DLBC,TRAJ26,T cell CD8+,0.568005460202172
833,DLBC,TRAJ33,T cell follicular helper,0.567308017246307
834,DLBC,TRAJ40,T cell follicular helper,0.56719697633473
835,DLBC,TRAJ3,T cell follicular helper,0.5670416749386124
836,DLBC,TRAJ10,Macrophage M2,0.5669967685798714
837,DLBC,TRAJ10,T cell follicular helper,0.5669967685798714
838,DLBC,TRAJ45,T cell CD8+,0.5667562029424945
839,DLBC,TRAV3,Macrophage M1,0.5663529046327853
840,DLBC,TRBJ1-5,T cell CD8+,0.5652393489272387
841,DLBC,TRGJP2,Macrophage M2,0.56482545881076
842,DLBC,TRBV6-8,Eosinophil,0.5645842815483642
843,DLBC,TRAV14DV4,T cell follicular helper,0.5644633608149718
844,DLBC,TRAV3,Macrophage M2,0.5643871598808783
845,DLBC,TRBV6-6,T cell CD8+,0.563309304389797
846,DLBC,TRAV8-6,Macrophage M1,0.5630181956644448
847,DLBC,TRBV9,T cell CD8+,0.5628068458150337
848,DLBC,TRAJ12,T cell CD8+,0.5625883829488537
849,DLBC,TRAJ8,Macrophage M1,0.5624475611212771
850,DLBC,TRBJ1-4,T cell CD8+,0.5611407719445416
851,DLBC,TRAJ27,Macrophage M2,0.5611035624763856
852,DLBC,TRAV6,Macrophage M2,0.5606498620309548
853,DLBC,TRAJ44,Macrophage M2,0.5599188364653099
854,DLBC,TRBV29-1,T cell follicular helper,0.5598290146670657
855,DLBC,TRBV6-1,Macrophage M2,0.5596410818040692
856,DLBC,TRAJ6,T cell follicular helper,0.5592671801180837
857,DLBC,TRAV13-2,T cell CD8+,0.5589033749523706
858,DLBC,TRAV9-2,T cell CD8+,0.5588324553508422
859,DLBC,TRBJ2-7,T cell CD8+,0.5587884084608259
860,DLBC,TRAV41,T cell CD8+,0.5585137250274028
861,DLBC,TRGV2,T cell CD8+,0.5585129887668759
862,DLBC,TRAV8-6,T cell follicular helper,0.558492699038123
863,DLBC,TRAV29DV5,Macrophage M2,0.5576420512287066
864,DLBC,TRAV8-3,T cell follicular helper,0.5571556291831776
865,DLBC,TRAJ54,Macrophage M2,0.5557781277385596
866,DLBC,TRAJ9,Macrophage M2,0.5554509780385596
867,DLBC,TRAV38-2DV8,Macrophage M2,0.5550705080364637
868,DLBC,TRAJ53,Macrophage M2,0.554621368890837
869,DLBC,TRBJ1-3,T cell follicular helper,0.5541885687982727
870,DLBC,TRAJ40,Macrophage M1,0.5540941487686576
871,DLBC,TRAJ12,Macrophage M2,0.553910637458657
872,DLBC,TRBJ2-3,T cell CD8+,0.5537760125858333
873,DLBC,TRAJ56,Macrophage M2,0.5521293219057115
874,DLBC,TRAJ17,T cell follicular helper,0.552056217608462
875,DLBC,TRAJ30,T cell CD8+,0.5509850032445048
876,DLBC,TRAV9-2,Macrophage M1,0.5509731869484848
877,DLBC,TRAV17,Macrophage M2,0.5508812966550565
878,DLBC,TRAJ58,Macrophage M2,0.5498612812270108
879,DLBC,TRAV19,T cell CD8+,0.5486648703547855
880,DLBC,TRAJ58,Macrophage M1,0.5470998937506667
881,DLBC,TRGJ2,Macrophage M2,0.5470985713393138
882,DLBC,TRBV6-6,T cell follicular helper,0.5460109645468753
883,DLBC,TRBV11-3,T cell follicular helper,0.5454329576656605
884,DLBC,TRAJ8,T cell CD8+,0.5431701245505882
885,DLBC,TRAJ29,T cell CD8+,0.5422345598437658
886,DLBC,TRAV34,Macrophage M0,0.5419258046657882
887,DLBC,TRBV6-1,NK cell activated,0.540579635663577
888,DLBC,IGLV5-37,T cell follicular helper,0.5404743216874915
889,DLBC,TRAV13-2,T cell follicular helper,0.539483711831289
890,DLBC,TRAJ52,Macrophage M2,0.5381951077659289
891,DLBC,TRBV5-6,Macrophage M1,0.5378470615847043
892,DLBC,IGHV1-24,T cell follicular helper,0.5373414298744092
893,DLBC,TRAV38-2DV8,T cell follicular helper,0.5373214808678698
894,DLBC,TRBV10-2,Macrophage M1,0.5365145750913479
895,DLBC,TRAJ36,T cell CD8+,0.5362485351305729
896,DLBC,IGHV5-10-1,Macrophage M0,0.5357745217239529
897,DLBC,TRAJ43,T cell CD8+,0.5356678447962616
898,DLBC,TRAJ36,T cell follicular helper,0.5352209109814885
899,DLBC,TRAJ54,T cell CD8+,0.5351653267886979
900,DLBC,TRBV10-2,T cell follicular helper,0.5347887079186329
901,DLBC,TRAV29DV5,T cell follicular helper,0.5339592586480144
902,DLBC,TRAV2,Macrophage M1,0.533906743633853
903,DLBC,TRAV26-2,Macrophage M1,0.5335652942968524
904,DLBC,TRAV20,Macrophage M2,0.5333294983037801
905,DLBC,TRAJ13,T cell CD8+,0.5319970073648574
906,DLBC,TRAJ56,Macrophage M1,0.5312759526989081
907,DLBC,TRGV10,T cell CD4+ memory activated,0.5312648337509738
908,DLBC,TRAJ21,T cell CD8+,0.5312442544116606
909,DLBC,TRBJ2-4,T cell follicular helper,0.5309918001386598
910,DLBC,TRAV26-1,Macrophage M2,0.5290253435270368
911,DLBC,TRBV7-6,NK cell activated,0.5289579618362089
912,DLBC,TRAJ33,T cell CD8+,0.5287768209291277
913,DLBC,TRBV9,Macrophage M1,0.5279632616106831
914,DLBC,TRBV19,T cell CD8+,0.5276656349812084
915,DLBC,TRAV9-2,Macrophage M2,0.5271755420658221
916,DLBC,TRAV29DV5,Macrophage M1,0.5271614200368897
917,DLBC,TRAJ27,Macrophage M1,0.5266981842788365
918,DLBC,TRAJ36,Macrophage M1,0.526029383870233
919,DLBC,TRAV8-3,NK cell activated,0.525999809945647
920,DLBC,TRBV5-8,T cell follicular helper,0.5250319759553965
921,DLBC,TRBV5-4,T cell CD8+,0.5228096279820664
922,DLBC,TRAV2,T cell CD8+,0.5224678973058665
923,DLBC,TRBJ1-5,T cell follicular helper,0.5222201691919287
924,DLBC,TRBV10-3,T cell CD8+,0.5215696495664486
925,DLBC,TRAV41,Macrophage M2,0.521405075199353
926,DLBC,TRBV12-4,T cell CD8+,0.5210487076853608
927,DLBC,TRAJ22,T cell CD8+,0.5198153686345455
928,DLBC,TRBV6-2,T cell CD8+,0.5192671558433257
929,DLBC,TRBV15,T cell CD8+,0.5189501952876513
930,DLBC,TRAJ24,T cell follicular helper,0.5189315542311814
931,DLBC,TRAV35,T cell CD8+,0.5185630437515324
932,DLBC,TRAJ29,T cell follicular helper,0.5177773959343318
933,DLBC,TRAJ18,T cell regulatory (Tregs),0.5174192102524167
934,DLBC,TRBV5-5,Macrophage M2,0.5172081881720654
935,DLBC,TRBJ1-4,Macrophage M2,0.5164583578807892
936,DLBC,TRAV22,T cell CD8+,0.5160331553281523
937,DLBC,TRBV14,T cell follicular helper,0.5158897263833067
938,DLBC,TRAJ7,Macrophage M2,0.5158497737216952
939,DLBC,IGLV5-37,Macrophage M0,0.5150774970282455
940,DLBC,TRAJ23,Macrophage M2,0.5145013030796775
941,DLBC,TRAJ15,T cell follicular helper,0.5143698809626803
942,DLBC,TRAJ11,T cell follicular helper,0.5142687963862664
943,DLBC,TRAV34,Macrophage M1,0.5138410388840057
944,DLBC,TRAJ9,Macrophage M1,0.5138045988228835
945,DLBC,TRAJ41,T cell CD8+,0.5136978940812196
946,DLBC,TRAJ52,T cell follicular helper,0.5133621406107648
947,DLBC,TRGV2,Macrophage M2,0.5133557935671448
948,DLBC,TRAJ17,NK cell activated,0.5133007563197599
949,DLBC,TRAJ21,Macrophage M1,0.512975728363327
950,DLBC,TRAV39,T cell CD8+,0.5126335761436246
951,DLBC,TRAV14DV4,T cell CD8+,0.5119589450451643
